Frame_name,track_id,x_min_norm,y_min_norm,x_max_norm,y_max_norm,class_label,direction,confidence_detection,inference_time_detection (ms),FPS (CPU),FPS (GPU),confidence_track,inference_time_track (ms),payload_label,prob_harmful
V_DRONE_113223_056,0.0,0.0,0.0,0.0,0.0,0,0,0.0,281.81,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_092202_037_png.rf.70e15a5ec085d7db20082875a4d6e6cd,1.0,0.58125,0.078125,0.684375,0.148438,drone,0,0.9248,283.27,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_084194_068_png.rf.672051b07bbf4a88a01de851917a4d88,1.0,0.725,0.367188,0.78125,0.421875,drone,0,0.8437,283.53,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_112222_130,0.0,0.0,0.0,0.0,0.0,0,0,0.0,281.85,0.0,0.0,0.0,0.0,0,0.0
V_BIRD_048107_222,1.0,0.423438,0.505859,0.479687,0.570312,bird,0,0.7731,284.04,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_106216_159,1.0,0.598437,0.296875,0.646875,0.345703,drone,0,0.795,285.37,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_113223_220,0.0,0.0,0.0,0.0,0.0,0,0,0.0,281.93,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_092202_131_png.rf.16c8639c80f772a3562da03fe2a7b4bd,1.0,0.709375,0.296875,0.759375,0.359375,drone,0,0.9188,281.78,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_092202_312_png.rf.192b01d33ce6fe6f227eb110405502e6,1.0,0.875,0.394531,0.93125,0.464844,drone,0,0.8737,286.26,0.0,0.0,0.0,0.0,0,0.0
V_BIRD_046105_047,1.0,0.396875,0.546875,0.448437,0.609375,bird,0,0.5059,283.54,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_098208_305,1.0,0.765625,0.228516,0.815625,0.275391,drone,0,0.5741,281.87,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_103213_099,1.0,0.559375,0.496094,0.601562,0.552734,drone,0,0.8029,281.78,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_113223_140,0.0,0.0,0.0,0.0,0.0,0,0,0.0,282.31,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_084194_281_png.rf.6b92f9e93b20484e856519b6930a7390,1.0,0.74375,0.492188,0.7875,0.542969,drone,0,0.9229,283.84,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_110220_021,1.0,0.257812,0.480469,0.30625,0.533203,drone,0,0.7346,282.2,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_084194_137_png.rf.78bec9a6ddc383ac031d6e178c105f24,1.0,0.74375,0.597656,0.834375,0.667969,drone,0,0.9279,283.14,0.0,0.0,0.0,0.0,0,0.0
V_BIRD_048107_096,1.0,0.721875,0.599609,0.764062,0.667969,bird,0,0.8428,281.82,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_092202_218_png.rf.831c945a8c29572ebe22f4d25fbc9697,1.0,0.684375,0.421875,0.75,0.472656,drone,0,0.9153,283.57,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_113223_138,0.0,0.0,0.0,0.0,0.0,0,0,0.0,279.44,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_102212_147,1.0,0.914062,0.328125,0.998437,0.396484,drone,0,0.5334,281.4,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_100210_109,1.0,0.329688,0.451172,0.373437,0.488281,drone,0,0.7958,283.2,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_106216_020,1.0,0.435937,0.166016,0.484375,0.212891,drone,0,0.8592,283.8,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_092202_124_png.rf.8ea623ea89981c5696dc0f838623a718,1.0,0.696875,0.277344,0.7625,0.324219,drone,0,0.9008,283.08,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_102212_138,1.0,0.910937,0.275391,1.0,0.357422,drone,0,0.7668,282.62,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_107217_029,1.0,0.4,0.050781,0.457813,0.101562,drone,0,0.8676,282.08,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_109219_307,1.0,0.246875,0.425781,0.29375,0.470703,drone,0,0.8205,282.99,0.0,0.0,0.0,0.0,0,0.0
V_BIRD_046105_031,1.0,0.453125,0.539062,0.50625,0.605469,bird,0,0.77,283.73,0.0,0.0,0.0,0.0,0,0.0
V_BIRD_049108_144,1.0,0.495312,0.228516,0.54375,0.294922,bird,0,0.6451,284.47,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_010120_076_png.rf.059eff8b35c940aef88a1adad7ab7a94,0.0,0.0,0.0,0.0,0.0,0,0,0.0,283.79,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_102212_180,1.0,0.865625,0.384766,0.957812,0.462891,drone,0,0.6928,279.77,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_102212_172,1.0,0.889062,0.398438,0.965625,0.457031,drone,0,0.612,281.68,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_084194_079_png.rf.434db7239b580e873ab8dc60760a6b4c,1.0,0.740625,0.417969,0.79375,0.460938,drone,0,0.9193,282.86,0.0,0.0,0.0,0.0,0,0.0
V_BIRD_049108_072,0.0,0.0,0.0,0.0,0.0,0,0,0.0,282.12,0.0,0.0,0.0,0.0,0,0.0
V_BIRD_03796_003_png.rf.de8252cc4592f7a67547b93c8e8ed5ed,1.0,0.5625,0.683594,0.6125,0.75,bird,0,0.4601,284.15,0.0,0.0,0.0,0.0,0,0.0
V_BIRD_03796_003_png.rf.de8252cc4592f7a67547b93c8e8ed5ed,2.0,0.55625,0.675781,0.621875,0.757812,bird,0,0.2651,284.15,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_106216_059,1.0,0.495312,0.431641,0.565625,0.480469,drone,0,0.8044,282.23,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_098208_043,1.0,0.160938,0.035156,0.204687,0.074219,drone,0,0.8273,281.34,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_113223_275,0.0,0.0,0.0,0.0,0.0,0,0,0.0,281.82,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_084194_147_png.rf.432833366a3094772f68107aa7b4be09,1.0,0.7375,0.625,0.809375,0.691406,drone,0,0.5292,283.85,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_084194_147_png.rf.432833366a3094772f68107aa7b4be09,2.0,0.734375,0.617188,0.815625,0.699219,drone,0,0.3487,283.85,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_109219_045,1.0,0.073438,0.326172,0.132812,0.380859,drone,0,0.685,281.41,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_106216_292,1.0,0.453125,0.009766,0.507812,0.058594,drone,0,0.8208,282.35,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_106216_292,2.0,0.78125,0.443359,0.821875,0.501953,drone,0,0.3065,282.35,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_107217_243,1.0,0.539062,0.400391,0.59375,0.453125,drone,0,0.7564,280.19,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_107217_243,2.0,0.184375,0.289062,0.226562,0.330078,drone,0,0.6392,280.19,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_110220_067,1.0,0.435937,0.46875,0.482812,0.521484,drone,0,0.7858,283.11,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_112222_256,0.0,0.0,0.0,0.0,0.0,0,0,0.0,281.01,0.0,0.0,0.0,0.0,0,0.0
V_BIRD_03796_042_png.rf.690c2b84ab0503010209749231d40a89,1.0,0.559375,0.664062,0.60625,0.722656,bird,0,0.4812,282.15,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_092202_035_png.rf.ff5f62c699008d220594316f3ffcb1e9,1.0,0.584375,0.074219,0.68125,0.144531,drone,0,0.9177,283.1,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_092202_316_png.rf.5de6aab3558e110f2fb8a60e894e3c8e,1.0,0.89375,0.394531,0.95,0.46875,drone,0,0.6086,283.5,0.0,0.0,0.0,0.0,0,0.0
V_BIRD_048107_055,1.0,0.610938,0.527344,0.66875,0.576172,drone,0,0.6737,282.22,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_084194_192_png.rf.2ad9787b8d31580fcacca305b8853f22,1.0,0.690625,0.597656,0.75625,0.660156,drone,0,0.5592,283.2,0.0,0.0,0.0,0.0,0,0.0
V_BIRD_049108_152,0.0,0.0,0.0,0.0,0.0,0,0,0.0,281.96,0.0,0.0,0.0,0.0,0,0.0
V_BIRD_046105_079,0.0,0.0,0.0,0.0,0.0,0,0,0.0,281.08,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_102212_085,1.0,0.823438,0.230469,0.923438,0.310547,drone,0,0.8961,282.53,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_109219_315,1.0,0.245312,0.474609,0.289062,0.517578,drone,0,0.7903,279.28,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_103213_188,1.0,0.7375,0.216797,0.796875,0.275391,drone,0,0.5662,282.68,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_113223_229,0.0,0.0,0.0,0.0,0.0,0,0,0.0,281.39,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_098208_073,1.0,0.748437,0.076172,0.815625,0.134766,drone,0,0.8552,281.71,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_110220_120,1.0,0.4,0.482422,0.446875,0.535156,drone,0,0.8027,282.78,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_100210_129,1.0,0.353125,0.365234,0.4,0.425781,drone,0,0.93,282.72,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_100210_210,1.0,0.16875,0.101562,0.270313,0.171875,drone,0,0.9164,282.42,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_110220_141,1.0,0.39375,0.480469,0.44375,0.537109,drone,0,0.8204,282.71,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_098208_023,1.0,0.26875,0.066406,0.310937,0.103516,drone,0,0.7423,281.73,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_010120_121_png.rf.82fa4b9d28eddbfdbe39c2407cfe1797,0.0,0.0,0.0,0.0,0.0,0,0,0.0,281.32,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_010120_055_png.rf.7fa812aa9c2f86cbc22345de93e4eacb,1.0,0.690625,0.339844,0.73125,0.382812,bird,0,0.5369,283.26,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_109219_129,1.0,0.229687,0.357422,0.275,0.398438,drone,0,0.7835,280.67,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_107217_031,1.0,0.401562,0.060547,0.451562,0.115234,drone,0,0.8511,282.36,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_106216_096,1.0,0.542188,0.390625,0.604688,0.439453,drone,0,0.7761,282.41,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_100210_121,1.0,0.335938,0.410156,0.390625,0.453125,drone,0,0.8878,280.75,0.0,0.0,0.0,0.0,0,0.0
V_DRONE_113223_186,0.0,0.0,0.0,0.0,0.0,0,0,0.0,281.16,0.0,0.0,0.0,0.0,0,0.0
