Frame_name,track_id,x_min_norm,y_min_norm,x_max_norm,y_max_norm,class_label,direction,confidence_detection,inference_time_detection (ms),FPS (CPU),FPS (GPU),confidence_track,inference_time_track (ms),payload_label,prob_harmful,
FUSED_BIRD_068142_122,1,0.446875,0.5,0.5,0.554688,0,0,0.8252,738.98,0,0,0,0,normal,0.0802,
FUSED_BIRD_068142_123,1,0.446875,0.5,0.5,0.554688,0,0,0.8239,843.86,0,0,0,0,normal,0.0291,
FUSED_BIRD_068142_124,1,0.446875,0.5,0.5,0.554688,0,0,0.8135,609.8,0,0,0,0,normal,0.0291,
FUSED_BIRD_068142_125,1,0.446875,0.5,0.5,0.554688,0,0,0.8117,759.49,0,0,0,0,normal,0.0726,
FUSED_BIRD_068142_126,1,0.446875,0.5,0.503125,0.554688,0,0,0.778,672.27,0,0,0,0,normal,0.0291,
FUSED_BIRD_068142_127,1,0.446875,0.5,0.5,0.554688,0,0,0.7798,845.09,0,0,0,0,normal,0.0289,
FUSED_BIRD_068142_128,1,0.446875,0.5,0.5,0.554688,0,0,0.7869,532.13,0,0,0,0,normal,0.0671,
FUSED_BIRD_068142_129,1,0.446875,0.5,0.5,0.554688,0,0,0.7869,738.15,0,0,0,0,normal,0.0291,
FUSED_BIRD_068142_130,0,0,0,0,0,0,0,0,734.54,0,0,0,0,normal,0.0288,
FUSED_BIRD_068142_131,0,0,0,0,0,0,0,0,789.68,0,0,0,0,none,0,
FUSED_BIRD_068142_132,0,0,0,0,0,0,0,0,765.06,0,0,0,0,normal,0.0293,
FUSED_BIRD_068142_133,0,0,0,0,0,0,0,0,587.38,0,0,0,0,normal,0.0294,
FUSED_BIRD_068142_134,0,0,0,0,0,0,0,0,704.06,0,0,0,0,none,0,
FUSED_BIRD_068142_135,0,0,0,0,0,0,0,0,658.97,0,0,0,0,normal,0.0293,
FUSED_BIRD_068142_136,0,0,0,0,0,0,0,0,654.95,0,0,0,0,normal,0.0294,
FUSED_BIRD_068142_137,0,0,0,0,0,0,0,0,747.09,0,0,0,0,none,0,
FUSED_BIRD_068142_138,0,0,0,0,0,0,0,0,683.57,0,0,0,0,normal,0.0293,
FUSED_BIRD_068142_139,0,0,0,0,0,0,0,0,778.57,0,0,0,0,normal,0.0296,
FUSED_BIRD_068142_140,0,0,0,0,0,0,0,0,642.03,0,0,0,0,none,0,
FUSED_BIRD_068142_141,0,0,0,0,0,0,0,0,422.47,0,0,0,0,normal,0.0293,
FUSED_BIRD_068142_142,1,0.44375,0.488281,0.503125,0.558594,0,0,0.3268,664.01,0,0,0,0,normal,0.0297,
FUSED_BIRD_068142_143,1,0.44375,0.488281,0.503125,0.558594,0,0,0.3284,675.54,0,0,0,0,none,0,
FUSED_BIRD_068142_144,0,0,0,0,0,0,0,0,689.02,0,0,0,0,normal,0.0293,
FUSED_BIRD_068142_145,1,0.44375,0.492188,0.503125,0.558594,0,0,0.8122,644.63,0,0,0,0,normal,0.0297,
FUSED_BIRD_068142_146,1,0.44375,0.496094,0.503125,0.558594,0,0,0.8023,471.01,0,0,0,0,none,0,
FUSED_BIRD_068142_147,1,0.440625,0.492188,0.503125,0.558594,0,0,0.7973,765.27,0,0,0,0,normal,0.0293,
FUSED_BIRD_068142_148,0,0,0,0,0,0,0,0,712.52,0,0,0,0,normal,0.0294,
FUSED_BIRD_068142_149,0,0,0,0,0,0,0,0,493.72,0,0,0,0,none,0,
FUSED_BIRD_068142_150,0,0,0,0,0,0,0,0,680.31,0,0,0,0,normal,0.0293,
FUSED_BIRD_068142_151,1,0.44375,0.492188,0.503125,0.558594,0,0,0.6613,718,0,0,0,0,normal,0.0297,
FUSED_BIRD_068142_152,1,0.44375,0.492188,0.503125,0.558594,0,0,0.8168,767.87,0,0,0,0,none,0,
FUSED_BIRD_068142_153,1,0.440625,0.492188,0.503125,0.5625,0,0,0.8529,831.68,0,0,0,0,normal,0.0293,
FUSED_BIRD_068142_154,1,0.440625,0.492188,0.503125,0.5625,0,0,0.85,679.15,0,0,0,0,normal,0.0294,
FUSED_BIRD_068142_155,1,0.440625,0.488281,0.503125,0.554688,0,0,0.8069,770.41,0,0,0,0,none,0,
FUSED_BIRD_068142_156,1,0.44375,0.488281,0.50625,0.554688,0,0,0.6702,305.51,0,0,0,0,normal,0.0293,
FUSED_BIRD_068142_157,1,0.44375,0.488281,0.50625,0.554688,0,0,0.6702,433.32,0,0,0,0,normal,0.0292,
FUSED_BIRD_068142_158,1,0.44375,0.488281,0.50625,0.554688,0,0,0.649,438.65,0,0,0,0,none,0,
FUSED_BIRD_068142_159,1,0.44375,0.488281,0.50625,0.558594,0,0,0.7952,691.68,0,0,0,0,normal,0.0293,
FUSED_BIRD_068142_160,1,0.44375,0.492188,0.503125,0.558594,0,0,0.824,703.39,0,0,0,0,normal,0.0297,
FUSED_BIRD_068142_161,1,0.440625,0.492188,0.503125,0.558594,0,0,0.7951,701.15,0,0,0,0,none,0,
FUSED_BIRD_068142_162,1,0.44375,0.492188,0.503125,0.558594,0,0,0.7979,428.34,0,0,0,0,normal,0.0269,
FUSED_BIRD_068142_163,1,0.440625,0.484375,0.503125,0.554688,0,0,0.8266,432.03,0,0,0,0,normal,0.0276,
FUSED_BIRD_068142_164,1,0.44375,0.484375,0.503125,0.554688,0,0,0.7343,456.72,0,0,0,0,normal,0.4318,
FUSED_BIRD_068142_165,1,0.44375,0.484375,0.503125,0.554688,0,0,0.7451,289.72,0,0,0,0,normal,0.0269,
FUSED_BIRD_068142_166,1,0.44375,0.484375,0.503125,0.554688,0,0,0.7461,744.9,0,0,0,0,normal,0.0274,
FUSED_BIRD_068142_167,1,0.440625,0.484375,0.503125,0.554688,0,0,0.785,734.99,0,0,0,0,normal,0.4578,
FUSED_BIRD_068142_168,1,0.440625,0.488281,0.503125,0.554688,0,0,0.8144,735.36,0,0,0,0,normal,0.0269,
FUSED_BIRD_068142_169,1,0.440625,0.492188,0.503125,0.558594,0,0,0.8179,624.21,0,0,0,0,normal,0.0274,
FUSED_BIRD_068142_170,1,0.44375,0.492188,0.503125,0.558594,bird,0,0.7725,623.75,0,0,0,0,none,0,
FUSED_BIRD_068142_171,1,0.5625,0.683594,0.609375,0.753906,bird,0,0.8327,459.48,0,0,0,0,normal,0.0269,
FUSED_BIRD_068142_172,1,0.565625,0.683594,0.6125,0.75,bird,0,0.8157,758.59,0,0,0,0,normal,0.0276,
FUSED_BIRD_068142_173,1,0.5625,0.683594,0.609375,0.75,bird,0,0.8177,656.13,0,0,0,0,none,0,
FUSED_BIRD_068142_174,1,0.565625,0.6875,0.60625,0.75,bird,0,0.7731,467.99,0,0,0,0,normal,0.0269,
FUSED_BIRD_068142_175,1,0.5625,0.6875,0.609375,0.75,bird,0,0.7998,683.29,0,0,0,0,none,0,
FUSED_BIRD_068142_176,1,0.5625,0.683594,0.6125,0.75,bird,0,0.8068,731.12,0,0,0,0,normal,0.0269,
FUSED_BIRD_068142_177,2,0.55625,0.675781,0.621875,0.757812,bird,0,0.8454,686.83,0,0,0,0,normal,0.0276,
FUSED_BIRD_068142_178,1,0.565625,0.691406,0.60625,0.746094,bird,0,0.8479,671.64,0,0,0,0,none,0,
FUSED_BIRD_068142_179,1,0.5625,0.683594,0.609375,0.746094,bird,0,0.8565,448.76,0,0,0,0,normal,0.0269,
FUSED_BIRD_068142_180,1,0.553125,0.679688,0.6125,0.753906,bird,0,0.6541,692.11,0,0,0,0,normal,0.0274,
FUSED_BIRD_068142_181,1,0.5625,0.683594,0.60625,0.746094,bird,0,0.7191,614.29,0,0,0,0,none,0,
FUSED_BIRD_068142_182,1,0.5625,0.683594,0.60625,0.746094,bird,0,0.8392,475.77,0,0,0,0,normal,0.0269,
FUSED_BIRD_068142_183,1,0.559375,0.679688,0.60625,0.746094,bird,0,0.8609,667.87,0,0,0,0,normal,0.0275,
FUSED_BIRD_068142_184,1,0.559375,0.683594,0.60625,0.75,bird,0,0.857,658.32,0,0,0,0,none,0,
FUSED_BIRD_068142_185,1,0.5625,0.683594,0.60625,0.742188,bird,0,0.858,431.55,0,0,0,0,normal,0.0269,
FUSED_BIRD_068142_186,1,0.565625,0.679688,0.609375,0.746094,bird,0,0.8575,709.41,0,0,0,0,normal,0.0272,
FUSED_BIRD_068142_187,1,0.56875,0.6875,0.609375,0.746094,bird,0,0.8246,747.36,0,0,0,0,none,0,
FUSED_BIRD_068142_188,1,0.565625,0.683594,0.609375,0.742188,bird,0,0.5194,686.39,0,0,0,0,normal,0.0269,
FUSED_BIRD_068142_189,1,0.56875,0.683594,0.609375,0.742188,bird,0,0.5088,452.59,0,0,0,0,normal,0.0273,
FUSED_BIRD_068142_190,1,0.56875,0.683594,0.609375,0.742188,bird,0,0.8386,671.95,0,0,0,0,none,0,
FUSED_BIRD_068142_191,1,0.56875,0.683594,0.609375,0.746094,bird,0,0.803,668.03,0,0,0,0,normal,0.0269,
FUSED_BIRD_068142_192,1,0.5625,0.683594,0.60625,0.742188,bird,0,0.7805,298.83,0,0,0,0,normal,0.0273,
FUSED_BIRD_068142_193,1,0.56875,0.683594,0.609375,0.746094,bird,0,0.6756,680.87,0,0,0,0,normal,0.5303,
FUSED_BIRD_068142_194,1,0.565625,0.679688,0.609375,0.746094,bird,0,0.8321,734.13,0,0,0,0,normal,0.0269,
FUSED_BIRD_068142_195,2,0.5625,0.671875,0.61875,0.753906,bird,0,0.7347,748.75,0,0,0,0,normal,0.0276,
FUSED_BIRD_068142_196,1,0.565625,0.683594,0.60625,0.742188,bird,0,0.7346,726.54,0,0,0,0,none,0,
FUSED_BIRD_068142_197,1,0.565625,0.679688,0.609375,0.742188,0,0,0.7941,704.07,0,0,0,0,normal,0.0269,
FUSED_BIRD_068142_198,1,0.440625,0.488281,0.503125,0.558594,bird,0,0.7983,436.85,0,0,0,0,normal,0.0272,
FUSED_BIRD_068142_199,1,0.5625,0.683594,0.6125,0.746094,bird,0,0.7137,663.69,0,0,0,0,none,0,
FUSED_BIRD_068142_200,1,0.565625,0.683594,0.60625,0.742188,0,0,0.7465,304.7,0,0,0,0,normal,0.0269,
FUSED_BIRD_068142_201,1,0.440625,0.492188,0.5,0.558594,0,0,0.6965,683.44,0,0,0,0,normal,0.0275,
FUSED_BIRD_068142_202,1,0.440625,0.488281,0.503125,0.554688,bird,0,0.8437,700.37,0,0,0,0,none,0,
FUSED_BIRD_068142_203,1,0.565625,0.6875,0.60625,0.742188,bird,0,0.7815,671.85,0,0,0,0,normal,0.0269,
FUSED_BIRD_068142_204,1,0.559375,0.679688,0.609375,0.746094,0,0,0.761,794.92,0,0,0,0,normal,0.0273,
FUSED_BIRD_068142_205,1,0.440625,0.488281,0.503125,0.554688,0,0,0.7634,830.09,0,0,0,0,none,0,
FUSED_BIRD_068142_206,1,0.44375,0.488281,0.503125,0.554688,0,0,0.6853,665.12,0,0,0,0,normal,0.0269,
FUSED_BIRD_068142_207,1,0.44375,0.488281,0.503125,0.554688,bird,0,0.7385,733.69,0,0,0,0,normal,0.0275,
FUSED_BIRD_068142_208,1,0.5625,0.675781,0.6125,0.742188,bird,0,0.7022,689.21,0,0,0,0,none,0,
FUSED_BIRD_068142_209,1,0.565625,0.679688,0.60625,0.738281,bird,0,0.6986,656.25,0,0,0,0,normal,0.0269,
FUSED_BIRD_068142_210,1,0.5625,0.675781,0.609375,0.742188,bird,0,0.7422,863.33,0,0,0,0,normal,0.0273,
FUSED_BIRD_068142_211,1,0.5625,0.675781,0.60625,0.734375,bird,0,0.6986,657.12,0,0,0,0,none,0,
FUSED_BIRD_068142_212,1,0.5625,0.671875,0.6125,0.742188,bird,0,0.6822,558.55,0,0,0,0,normal,0.0269,
FUSED_BIRD_068142_213,2,0.553125,0.660156,0.621875,0.75,bird,0,0.6822,687.82,0,0,0,0,normal,0.0271,
FUSED_BIRD_068142_214,1,0.5625,0.671875,0.609375,0.738281,bird,0,0.738,774.33,0,0,0,0,none,0,
FUSED_BIRD_068142_215,2,0.55625,0.660156,0.621875,0.746094,bird,0,0.8145,369.51,0,0,0,0,normal,0.0269,
