Frame_name,track_id,x_min_norm,y_min_norm,x_max_norm,y_max_norm,class_label,direction,confidence_detection,inference_time_detection (ms),FPS (CPU),FPS (GPU),confidence_track,inference_time_track (ms),payload_label,prob_harmful
IR_BIRD_072146_148,0,0,0,0,0,0,0,0,672.5,0,0,0,0,0,0
IR_DRONE_148301_238,1,0.221875,0.34375,0.275,0.398438,drone,0,0.4431,649.77,0,0,0,0,0,0
IR_DRONE_150303_159,1,0.409375,0.425781,0.459375,0.480469,drone,0,0.5987,669.21,0,0,0,0,0,0
IR_DRONE_150303_232,0,0,0,0,0,0,0,0,605.84,0,0,0,0,0,0
IR_DRONE_150303_149,1,0.409375,0.429688,0.4625,0.480469,drone,0,0.728,669.42,0,0,0,0,0,0
IR_DRONE_140293_247_png.rf.ab251a0b99b89704fc35c41edbdbd165,1,0.790625,0.1875,0.85625,0.238281,drone,0,0.5573,724.86,0,0,0,0,0,0
IR_BIRD_071145_103,0,0,0,0,0,0,0,0,733.07,0,0,0,0,0,0
IR_DRONE_141294_127_png.rf.3df23ea5aaf408bb67432e59dbc2ef75,1,0.53125,0.292969,0.578125,0.339844,drone,0,0.6844,575.12,0,0,0,0,0,0
IR_BIRD_069143_142,0,0,0,0,0,0,0,0,406.33,0,0,0,0,0,0
IR_BIRD_073147_181_png.rf.c4c8d7922f68c634163d4dffc59b5019,0,0,0,0,0,0,0,0,415.44,0,0,0,0,0,0
IR_BIRD_071145_107,0,0,0,0,0,0,0,0,458.52,0,0,0,0,0,0
IR_BIRD_068142_104,1,0.44375,0.496094,0.5,0.550781,bird,0,0.496,535.65,0,0,0,0,0,0
IR_BIRD_070144_005,0,0,0,0,0,0,0,0,402.63,0,0,0,0,0,0
IR_DRONE_140293_042_png.rf.10dc3261e6d51f3d891c3ea3adc6e547,1,0.79375,0.214844,0.853125,0.265625,drone,0,0.3166,444.63,0,0,0,0,0,0
IR_DRONE_153306_289,0,0,0,0,0,0,0,0,456.43,0,0,0,0,0,0
IR_DRONE_150303_182,1,0.3875,0.433594,0.4375,0.484375,drone,0,0.3984,466.86,0,0,0,0,0,0
IR_BIRD_073147_083_png.rf.32b640f71e762b56528aeda77a5e635b,0,0,0,0,0,0,0,0,458.31,0,0,0,0,0,0
IR_DRONE_153306_074,0,0,0,0,0,0,0,0,469.33,0,0,0,0,0,0
IR_DRONE_154307_086,0,0,0,0,0,0,0,0,495.83,0,0,0,0,0,0
IR_DRONE_143296_128_png.rf.9799a3d7bd980423f8a5d3e062147e3b,1,0.765625,0.378906,0.80625,0.433594,bird,0,0.391,429.45,0,0,0,0,0,0
IR_DRONE_143296_128_png.rf.9799a3d7bd980423f8a5d3e062147e3b,2,0.534375,0.402344,0.59375,0.460938,drone,0,0.3426,429.45,0,0,0,0,0,0
IR_DRONE_148301_262,1,0.23125,0.34375,0.28125,0.394531,drone,0,0.615,469.17,0,0,0,0,0,0
IR_BIRD_072146_108,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0
IR_DRONE_144297_061,1,0.759375,0.382812,0.80625,0.4375,bird,0,0.5087,432.07,0,0,0,0,0,0
IR_DRONE_140293_208_png.rf.ddce64214ec4cb3cae356b8f291e941a,1,0.790625,0.1875,0.859375,0.238281,drone,0,0.4506,438.84,0,0,0,0,0,0
IR_BIRD_072146_218_png.rf.5f0f905395c7e7769996647b2f60c461,0,0,0,0,0,0,0,0,427.58,0,0,0,0,0,0
IR_BIRD_073147_185_png.rf.f8d0b246fedf43bad589a4854f9f6157,0,0,0,0,0,0,0,0,440.37,0,0,0,0,0,0
IR_BIRD_069143_062,0,0,0,0,0,0,0,0,440.97,0,0,0,0,0,0
IR_DRONE_151304_178,0,0,0,0,0,0,0,0,442.78,0,0,0,0,0,0
IR_BIRD_068142_087,1,0.44375,0.496094,0.5,0.550781,bird,0,0.7925,426.22,0,0,0,0,0,0
IR_DRONE_153306_010,0,0,0,0,0,0,0,0,387.63,0,0,0,0,0,0
IR_BIRD_072146_251_png.rf.eb4c1f0dc527d709aa24b51ec33d9aaf,0,0,0,0,0,0,0,0,441.13,0,0,0,0,0,0
IR_DRONE_154307_218,0,0,0,0,0,0,0,0,441.05,0,0,0,0,0,0
IR_DRONE_141294_155_png.rf.e181a81e9d74432e3e5b86b5e9e8da40,1,0.446875,0.316406,0.5,0.371094,drone,0,0.7102,419.75,0,0,0,0,0,0
IR_BIRD_070144_226,1,0.384375,0.488281,0.43125,0.546875,bird,0,0.349,391.52,0,0,0,0,0,0
IR_DRONE_144297_301,1,0.471875,0.066406,0.515625,0.109375,drone,0,0.324,459.09,0,0,0,0,0,0
IR_BIRD_069143_246,0,0,0,0,0,0,0,0,460.24,0,0,0,0,0,0
IR_BIRD_073147_176_png.rf.3dfc4f5fc310485556ad7d531c6fa00b,0,0,0,0,0,0,0,0,421.84,0,0,0,0,0,0
IR_DRONE_151304_037,0,0,0,0,0,0,0,0,457.19,0,0,0,0,0,0
IR_BIRD_068142_303,1,0.440625,0.484375,0.5,0.546875,bird,0,0.7629,469,0,0,0,0,0,0
IR_BIRD_071145_054,0,0,0,0,0,0,0,0,456.07,0,0,0,0,0,0
IR_DRONE_140293_164_png.rf.9880830bfd795914b07051a0dcf43f30,0,0,0,0,0,0,0,0,469.6,0,0,0,0,0,0
IR_DRONE_153306_306,0,0,0,0,0,0,0,0,439.88,0,0,0,0,0,0
IR_DRONE_151304_205,0,0,0,0,0,0,0,0,451.23,0,0,0,0,0,0
IR_DRONE_143296_062_png.rf.ac1369f6b7754a092f2b531a4c193738,0,0,0,0,0,0,0,0,437.97,0,0,0,0,0,0
IR_BIRD_070144_196,1,0.44375,0.480469,0.496875,0.550781,bird,0,0.5904,510.69,0,0,0,0,0,0
IR_BIRD_072146_256_png.rf.97627b8f3276487a180e7b364e4e4318,0,0,0,0,0,0,0,0,431.34,0,0,0,0,0,0
IR_DRONE_141294_156_png.rf.ab0dc3b929374c2acd0ea0d5218408e3,1,0.446875,0.320312,0.496875,0.371094,drone,0,0.6938,436.75,0,0,0,0,0,0
IR_DRONE_148301_037,0,0,0,0,0,0,0,0,431.06,0,0,0,0,0,0
IR_BIRD_068142_245,1,0.440625,0.496094,0.496875,0.558594,bird,0,0.8182,432.49,0,0,0,0,0,0
IR_BIRD_072146_229_png.rf.71888c0b6621ce4b2a585a9559ba642a,0,0,0,0,0,0,0,0,424.6,0,0,0,0,0,0
IR_BIRD_073147_038_png.rf.3126d61b755de928de64c61f43d13c9f,0,0,0,0,0,0,0,0,458.19,0,0,0,0,0,0
IR_BIRD_070144_070,1,0.59375,0.488281,0.65,0.554688,bird,0,0.766,430.3,0,0,0,0,0,0
IR_BIRD_073147_241_png.rf.cde7dadd3c6331b1ddfb2c97d10d6828,0,0,0,0,0,0,0,0,499.42,0,0,0,0,0,0
IR_DRONE_150303_027,1,0.409375,0.445312,0.459375,0.496094,drone,0,0.2778,494.45,0,0,0,0,0,0
IR_BIRD_073147_057_png.rf.74dc4608da71488b585a3ca19f0b75f8,0,0,0,0,0,0,0,0,483.36,0,0,0,0,0,0
IR_BIRD_070144_305,0,0,0,0,0,0,0,0,431.94,0,0,0,0,0,0
IR_DRONE_140293_078_png.rf.946520039864c466f16441d748afefb9,1,0.790625,0.207031,0.859375,0.257812,drone,0,0.2927,504.73,0,0,0,0,0,0
IR_BIRD_068142_101,1,0.446875,0.496094,0.5,0.550781,bird,0,0.7751,370.43,0,0,0,0,0,0
IR_BIRD_071145_281,0,0,0,0,0,0,0,0,311.36,0,0,0,0,0,0
IR_DRONE_144297_006,0,0,0,0,0,0,0,0,297.37,0,0,0,0,0,0
IR_DRONE_140293_220_png.rf.000e157e9913d686b6718c7cee0c978b,1,0.7875,0.1875,0.859375,0.238281,drone,0,0.6437,382.3,0,0,0,0,0,0
IR_BIRD_072146_198,0,0,0,0,0,0,0,0,708.03,0,0,0,0,0,0
IR_BIRD_070144_079,1,0.5875,0.488281,0.64375,0.554688,bird,0,0.6821,726.37,0,0,0,0,0,0
IR_DRONE_154307_003,0,0,0,0,0,0,0,0,681.02,0,0,0,0,0,0
IR_BIRD_072146_301_png.rf.c82519c4035df38a1a79a878dd92e606,0,0,0,0,0,0,0,0,735.4,0,0,0,0,0,0
IR_BIRD_072146_003,0,0,0,0,0,0,0,0,740.06,0,0,0,0,0,0
IR_DRONE_150303_169,1,0.403125,0.429688,0.45625,0.480469,drone,0,0.6229,674.43,0,0,0,0,0,0
IR_BIRD_069143_219,0,0,0,0,0,0,0,0,821.93,0,0,0,0,0,0
IR_BIRD_071145_096,0,0,0,0,0,0,0,0,703.19,0,0,0,0,0,0
IR_BIRD_072146_007,0,0,0,0,0,0,0,0,707.52,0,0,0,0,0,0
IR_DRONE_148301_065,1,0.28125,0.335938,0.334375,0.390625,drone,0,0.2885,759.29,0,0,0,0,0,0
IR_DRONE_156309_234,0,0,0,0,0,0,0,0,675.84,0,0,0,0,0,0
IR_BIRD_068142_243,1,0.440625,0.496094,0.5,0.558594,bird,0,0.8012,769.92,0,0,0,0,0,0
IR_BIRD_069143_203,0,0,0,0,0,0,0,0,646.07,0,0,0,0,0,0
IR_DRONE_148301_068,0,0,0,0,0,0,0,0,723.37,0,0,0,0,0,0
IR_BIRD_071145_115,0,0,0,0,0,0,0,0,653.07,0,0,0,0,0,0
IR_BIRD_073147_093_png.rf.d2aa8efb69a0e04f3d1b6118492d5b23,0,0,0,0,0,0,0,0,622.15,0,0,0,0,0,0
IR_DRONE_150303_210,0,0,0,0,0,0,0,0,645.92,0,0,0,0,0,0
IR_BIRD_073147_232_png.rf.b31aa651478bcd9b4db2bbee5e191a7e,0,0,0,0,0,0,0,0,796.47,0,0,0,0,0,0
IR_DRONE_144297_303,0,0,0,0,0,0,0,0,611.54,0,0,0,0,0,0
IR_DRONE_156309_081,0,0,0,0,0,0,0,0,651.21,0,0,0,0,0,0
IR_DRONE_143296_065_png.rf.e4c1ecc8f071099d42f8545332d563bb,0,0,0,0,0,0,0,0,621.82,0,0,0,0,0,0
IR_BIRD_071145_286,0,0,0,0,0,0,0,0,670.9,0,0,0,0,0,0
IR_DRONE_141294_199_png.rf.f9dd8f216e0f9b38f4de4f245a948dba,0,0,0,0,0,0,0,0,633.42,0,0,0,0,0,0
IR_DRONE_156309_057,0,0,0,0,0,0,0,0,667.02,0,0,0,0,0,0
IR_DRONE_154307_121,0,0,0,0,0,0,0,0,685.62,0,0,0,0,0,0
IR_BIRD_072146_233_png.rf.0051d7ecb6ed291c4e823b2aa3ce0716,0,0,0,0,0,0,0,0,730.39,0,0,0,0,0,0
IR_DRONE_149302_157,1,0.41875,0.425781,0.46875,0.488281,drone,0,0.4954,702.96,0,0,0,0,0,0
IR_DRONE_154307_237,0,0,0,0,0,0,0,0,604.01,0,0,0,0,0,0
IR_DRONE_153306_260,0,0,0,0,0,0,0,0,656.08,0,0,0,0,0,0
IR_DRONE_141294_164_png.rf.1bf03667516ac359318742883ec97171,0,0,0,0,0,0,0,0,685.51,0,0,0,0,0,0
IR_BIRD_073147_214_png.rf.7aa828a299cee0d2eb2008347286df63,0,0,0,0,0,0,0,0,744.82,0,0,0,0,0,0
IR_DRONE_149302_222,1,0.45,0.4375,0.503125,0.488281,drone,0,0.7791,711.33,0,0,0,0,0,0
IR_DRONE_143296_089_png.rf.219b71e9d5af37d5aad2e7f5bc5f5e26,1,0.48125,0.328125,0.5375,0.375,drone,0,0.4023,674.97,0,0,0,0,0,0
IR_DRONE_154307_034,0,0,0,0,0,0,0,0,655.61,0,0,0,0,0,0
IR_DRONE_154307_290,0,0,0,0,0,0,0,0,729.67,0,0,0,0,0,0
IR_BIRD_072146_174,0,0,0,0,0,0,0,0,603.81,0,0,0,0,0,0
IR_BIRD_070144_134,1,0.5375,0.457031,0.59375,0.523438,bird,0,0.7798,735.68,0,0,0,0,0,0
IR_DRONE_144297_120,0,0,0,0,0,0,0,0,675.64,0,0,0,0,0,0
IR_DRONE_141294_253_png.rf.2004c3b4275ec0806926c15ec6a82ff2,1,0.165625,0.425781,0.221875,0.488281,bird,0,0.6946,647.9,0,0,0,0,0,0
IR_DRONE_151304_113,0,0,0,0,0,0,0,0,797.58,0,0,0,0,0,0
IR_BIRD_073147_190_png.rf.ddb3093c69813c4df0716f589b24e22d,0,0,0,0,0,0,0,0,705.86,0,0,0,0,0,0
IR_BIRD_072146_240_png.rf.5db3bd95e3678acb6fc14969a66173fe,0,0,0,0,0,0,0,0,647.22,0,0,0,0,0,0
IR_DRONE_156309_295,0,0,0,0,0,0,0,0,670.6,0,0,0,0,0,0
IR_DRONE_144297_029,1,0.759375,0.382812,0.809375,0.4375,bird,0,0.265,599.3,0,0,0,0,0,0
IR_DRONE_141294_194_png.rf.6f6e668b684e3ccac1f11157827a1df2,0,0,0,0,0,0,0,0,664.26,0,0,0,0,0,0
IR_BIRD_073147_217_png.rf.778d6cfeff8cf95b8fd319251cd76176,0,0,0,0,0,0,0,0,729.98,0,0,0,0,0,0
IR_DRONE_149302_085,1,0.23125,0.4375,0.284375,0.492188,drone,0,0.4968,606.73,0,0,0,0,0,0
IR_DRONE_148301_060,0,0,0,0,0,0,0,0,716.66,0,0,0,0,0,0
IR_BIRD_071145_260,0,0,0,0,0,0,0,0,685.85,0,0,0,0,0,0
IR_DRONE_154307_091,0,0,0,0,0,0,0,0,630.98,0,0,0,0,0,0
IR_BIRD_069143_081,0,0,0,0,0,0,0,0,666.42,0,0,0,0,0,0
IR_BIRD_071145_285,0,0,0,0,0,0,0,0,678.48,0,0,0,0,0,0
IR_DRONE_140293_286_png.rf.67d2904eafa5932dacb3de1854879e15,0,0,0,0,0,0,0,0,726.97,0,0,0,0,0,0
IR_DRONE_150303_284,0,0,0,0,0,0,0,0,649.97,0,0,0,0,0,0
IR_DRONE_148301_061,0,0,0,0,0,0,0,0,657.83,0,0,0,0,0,0
IR_BIRD_073147_189_png.rf.f3d36724e3dc309c0d3ddbc6f7855555,0,0,0,0,0,0,0,0,672.81,0,0,0,0,0,0
IR_DRONE_153306_165,0,0,0,0,0,0,0,0,647.06,0,0,0,0,0,0
IR_DRONE_144297_014,0,0,0,0,0,0,0,0,600.28,0,0,0,0,0,0
IR_BIRD_073147_206_png.rf.80d091ba598f4f67ceb7720866706663,0,0,0,0,0,0,0,0,681.99,0,0,0,0,0,0
IR_DRONE_149302_294,0,0,0,0,0,0,0,0,682.77,0,0,0,0,0,0
IR_DRONE_141294_097_png.rf.9079a075edef6d83d990fc2c526b3b2a,0,0,0,0,0,0,0,0,692.66,0,0,0,0,0,0
IR_DRONE_140293_090_png.rf.8cf6c64b600d3ac37130385609f4cd5e,0,0,0,0,0,0,0,0,841.18,0,0,0,0,0,0
IR_DRONE_151304_020,0,0,0,0,0,0,0,0,678.7,0,0,0,0,0,0
IR_DRONE_144297_317,0,0,0,0,0,0,0,0,682.35,0,0,0,0,0,0
IR_DRONE_143296_050_png.rf.61394646e152a783fe64a4f0eb41a3f5,0,0,0,0,0,0,0,0,707.81,0,0,0,0,0,0
IR_DRONE_151304_078,0,0,0,0,0,0,0,0,663.06,0,0,0,0,0,0
IR_DRONE_154307_249,0,0,0,0,0,0,0,0,678.99,0,0,0,0,0,0
IR_BIRD_070144_149,1,0.521875,0.46875,0.571875,0.53125,bird,0,0.7505,728.4,0,0,0,0,0,0
IR_BIRD_070144_166,1,0.496875,0.46875,0.54375,0.53125,bird,0,0.3031,671.2,0,0,0,0,0,0
IR_DRONE_154307_235,0,0,0,0,0,0,0,0,715.78,0,0,0,0,0,0
IR_BIRD_068142_088,1,0.44375,0.496094,0.5,0.550781,bird,0,0.8264,655.11,0,0,0,0,0,0
IR_BIRD_071145_123,0,0,0,0,0,0,0,0,624.27,0,0,0,0,0,0
IR_DRONE_140293_141_png.rf.fe87ceb53f292e19c20b0de7bb011500,1,0.790625,0.203125,0.8625,0.25,drone,0,0.6185,665.81,0,0,0,0,0,0
IR_BIRD_068142_134,0,0,0,0,0,0,0,0,658.97,0,0,0,0,0,0
IR_BIRD_073147_281_png.rf.bcb833939973cd462e3bc54fc213554a,0,0,0,0,0,0,0,0,735.76,0,0,0,0,0,0
IR_DRONE_144297_099,0,0,0,0,0,0,0,0,717.66,0,0,0,0,0,0
IR_DRONE_143296_220,0,0,0,0,0,0,0,0,748.93,0,0,0,0,0,0
IR_DRONE_149302_122,1,0.290625,0.433594,0.34375,0.492188,drone,0,0.3066,706.8,0,0,0,0,0,0
IR_DRONE_140293_107_png.rf.35abb2e6d01e9d1c91533b295e7e9c3e,0,0,0,0,0,0,0,0,716.35,0,0,0,0,0,0
IR_BIRD_072146_242_png.rf.4750c3bcd8c6b46fa0df4ae6b4b3989d,0,0,0,0,0,0,0,0,704.19,0,0,0,0,0,0
IR_DRONE_151304_045,0,0,0,0,0,0,0,0,706.78,0,0,0,0,0,0
IR_DRONE_149302_151,1,0.4,0.425781,0.45,0.492188,drone,0,0.6393,737.57,0,0,0,0,0,0
IR_DRONE_151304_016,0,0,0,0,0,0,0,0,716.65,0,0,0,0,0,0
IR_DRONE_141294_123_png.rf.7adb531c40ebf7e9194873ef8060e7fa,1,0.54375,0.292969,0.590625,0.339844,drone,0,0.6331,380.22,0,0,0,0,0,0
IR_DRONE_143296_132_png.rf.5a7be0ea800dabcfa333a1f8877b1442,0,0,0,0,0,0,0,0,662.62,0,0,0,0,0,0
IR_DRONE_154307_277,0,0,0,0,0,0,0,0,734.19,0,0,0,0,0,0
IR_BIRD_072146_140,0,0,0,0,0,0,0,0,693.52,0,0,0,0,0,0
IR_DRONE_144297_062,1,0.759375,0.382812,0.80625,0.4375,bird,0,0.4865,735.52,0,0,0,0,0,0
IR_DRONE_151304_055,0,0,0,0,0,0,0,0,757.13,0,0,0,0,0,0
IR_BIRD_068142_246,1,0.440625,0.5,0.496875,0.558594,bird,0,0.8191,792.12,0,0,0,0,0,0
IR_DRONE_156309_241,0,0,0,0,0,0,0,0,663.78,0,0,0,0,0,0
IR_BIRD_068142_136,0,0,0,0,0,0,0,0,747.09,0,0,0,0,0,0
IR_BIRD_071145_153,1,0.071875,0.542969,0.121875,0.601562,bird,0,0.5264,697.4,0,0,0,0,0,0
IR_DRONE_149302_136,0,0,0,0,0,0,0,0,754.76,0,0,0,0,0,0
IR_DRONE_141294_177_png.rf.fbec2d38e62e924c940735e64e6caada,0,0,0,0,0,0,0,0,735.15,0,0,0,0,0,0
IR_DRONE_141294_057_png.rf.722230854d0a1be2dbc5a4d9a84d50f3,0,0,0,0,0,0,0,0,738.79,0,0,0,0,0,0
IR_BIRD_071145_071,0,0,0,0,0,0,0,0,761.34,0,0,0,0,0,0
IR_DRONE_141294_224_png.rf.4c409d2f7ce55b4c42ed8f458b672040,0,0,0,0,0,0,0,0,618.28,0,0,0,0,0,0
IR_DRONE_149302_237,1,0.446875,0.441406,0.496875,0.488281,drone,0,0.6975,671.74,0,0,0,0,0,0
IR_DRONE_141294_070_png.rf.d63e500141ec3df17966770c456ff733,0,0,0,0,0,0,0,0,629.77,0,0,0,0,0,0
IR_BIRD_068142_182,1,0.440625,0.488281,0.50625,0.558594,bird,0,0.8609,667.87,0,0,0,0,0,0
IR_DRONE_150303_202,0,0,0,0,0,0,0,0,718.83,0,0,0,0,0,0
IR_BIRD_070144_194,1,0.45,0.480469,0.5,0.546875,bird,0,0.6021,848.34,0,0,0,0,0,0
IR_DRONE_148301_088,1,0.28125,0.335938,0.3375,0.390625,drone,0,0.5218,686.96,0,0,0,0,0,0
IR_DRONE_140293_146_png.rf.45ea068e6e0523e17ec3f596b5d9cdd6,1,0.790625,0.199219,0.859375,0.25,drone,0,0.5938,661.68,0,0,0,0,0,0
IR_DRONE_156309_099,0,0,0,0,0,0,0,0,664.15,0,0,0,0,0,0
IR_DRONE_141294_125_png.rf.beda7036fdbf363d89f356e88e3f6ff2,1,0.5375,0.292969,0.58125,0.339844,drone,0,0.5964,736.46,0,0,0,0,0,0
IR_BIRD_068142_172,1,0.44375,0.484375,0.50625,0.554688,bird,0,0.8177,656.13,0,0,0,0,0,0
IR_DRONE_140293_203_png.rf.508be7a14907074ac7c9c87747b193d6,1,0.790625,0.1875,0.859375,0.238281,drone,0,0.6472,689.89,0,0,0,0,0,0
IR_DRONE_148301_036,0,0,0,0,0,0,0,0,787.81,0,0,0,0,0,0
IR_DRONE_150303_193,0,0,0,0,0,0,0,0,673.11,0,0,0,0,0,0
IR_DRONE_148301_291,0,0,0,0,0,0,0,0,662.55,0,0,0,0,0,0
IR_DRONE_144297_002,0,0,0,0,0,0,0,0,740.74,0,0,0,0,0,0
IR_BIRD_072146_127,0,0,0,0,0,0,0,0,727.99,0,0,0,0,0,0
IR_DRONE_149302_095,0,0,0,0,0,0,0,0,757.62,0,0,0,0,0,0
IR_BIRD_072146_079,0,0,0,0,0,0,0,0,692.25,0,0,0,0,0,0
IR_DRONE_154307_174,1,0.196875,0.453125,0.225,0.496094,bird,0,0.4649,722.88,0,0,0,0,0,0
IR_DRONE_149302_004,1,0.240625,0.339844,0.296875,0.394531,drone,0,0.842,729.75,0,0,0,0,0,0
IR_BIRD_073147_252_png.rf.1411e4eccd44115d54b1d14fb69ee9d3,0,0,0,0,0,0,0,0,672.7,0,0,0,0,0,0
IR_BIRD_068142_289,1,0.440625,0.488281,0.49375,0.546875,bird,0,0.7412,772.63,0,0,0,0,0,0
IR_DRONE_151304_053,0,0,0,0,0,0,0,0,696.98,0,0,0,0,0,0
IR_BIRD_073147_015_png.rf.03eadbcc371e4598673b54cfab00e5c9,0,0,0,0,0,0,0,0,681.06,0,0,0,0,0,0
IR_DRONE_144297_244,0,0,0,0,0,0,0,0,654.52,0,0,0,0,0,0
IR_DRONE_153306_134,0,0,0,0,0,0,0,0,728.98,0,0,0,0,0,0
IR_DRONE_140293_156_png.rf.18ab99fe7e0cef9f6921fc72af5e033e,0,0,0,0,0,0,0,0,666,0,0,0,0,0,0
IR_DRONE_140293_023_png.rf.06e85c7b99e74d0c51698411f847019f,1,0.790625,0.214844,0.853125,0.265625,drone,0,0.2891,656.24,0,0,0,0,0,0
IR_DRONE_153306_145,0,0,0,0,0,0,0,0,730.11,0,0,0,0,0,0
IR_DRONE_141294_017_png.rf.248c17af9b5861ed4abe589b45a1f3de,0,0,0,0,0,0,0,0,674.56,0,0,0,0,0,0
IR_DRONE_140293_092_png.rf.90fab1a5afcbd5dfa82f884a6caa1c75,0,0,0,0,0,0,0,0,641.79,0,0,0,0,0,0
IR_BIRD_068142_053,1,0.446875,0.5,0.5,0.554688,bird,0,0.8058,728.78,0,0,0,0,0,0
IR_DRONE_153306_017,0,0,0,0,0,0,0,0,694.26,0,0,0,0,0,0
IR_BIRD_072146_270_png.rf.360e6301a54477a20a477831492bc458,0,0,0,0,0,0,0,0,631.3,0,0,0,0,0,0
IR_DRONE_140293_291_png.rf.dcd6468eb5eec73782b4d80b09b191b8,0,0,0,0,0,0,0,0,641.59,0,0,0,0,0,0
IR_DRONE_154307_188,1,0.196875,0.453125,0.225,0.496094,bird,0,0.3632,685.23,0,0,0,0,0,0
IR_DRONE_156309_186,0,0,0,0,0,0,0,0,674.2,0,0,0,0,0,0
